fips,st,county,name,pop,lat,lon,metro,income_family,price_m2,median_price,sales,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
02013,AK,Aleutians East Borough,"Aleutians East Borough, AK",3405,55.5201,-161.9782,1,85200,529.2,64167,3,973,1229,1361,1640,2151
02016,AK,Aleutians West Census Area,"Aleutians West Census Area, AK",5220,53.8604,-166.8133,1,136700,3337.0,512400,3,1437,1532,2010,2440,2740
02020,AK,Anchorage Municipality,"Anchorage Borough, AK",290675,61.1533,-148.9642,1,129000,2647.7,426444,3280,1089,1191,1563,2190,2625
02050,AK,Bethel Census Area,"Bethel Census Area, AK",18540,60.6197,-160.9306,1,79800,2277.0,357065,22,1640,1650,1900,2289,2519
02060,AK,Bristol Bay Borough,"Bristol Bay Borough, AK",855,58.7497,-156.7038,1,117200,659.2,188750,2,896,980,1253,1756,1981
02068,AK,Denali Borough,"Denali Borough, AK",2100,63.7653,-150.2513,1,147000,2236.2,199580,5,896,975,1271,1663,1944
02070,AK,Dillingham Census Area,"Dillingham Census Area, AK",4855,59.9702,-158.1514,1,82200,4065.7,422500,2,889,1123,1243,1712,1965
02090,AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",96300,64.8079,-146.5569,1,114900,2238.0,347761,1151,1144,1272,1669,2339,2803
02100,AK,Haines Borough,"Haines Borough, AK",2080,59.4181,-135.8122,1,110300,2139.7,384000,14,1049,1147,1467,1967,2319
02105,AK,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK",2330,58.5859,-136.7607,1,92600,2510.4,285000,2,989,1100,1443,1739,1913
02110,AK,Juneau City and Borough,"Juneau Borough, AK",32110,58.6584,-134.509,1,128700,3245.4,429367,24,1202,1336,1753,2456,2544
02122,AK,Kenai Peninsula Borough,"Kenai Peninsula Borough, AK",59235,60.8415,-152.8153,1,111600,2661.6,378378,765,943,949,1245,1745,2091
02130,AK,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK",13910,55.6608,-130.5569,1,119300,2479.6,404515,49,1055,1172,1538,2138,2583
02150,AK,Kodiak Island Borough,"Kodiak Island Borough, AK",13065,57.3494,-154.4085,1,113100,2984.1,470272,57,1280,1422,1866,2295,2474
02170,AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",108660,62.4132,-149.5091,1,120600,2728.8,425011,1834,1019,1055,1384,1939,2324
02180,AK,Nome Census Area,"Nome Census Area, AK",10020,65.4474,-164.9803,1,82000,2456.7,392500,2,1197,1267,1477,2070,2335
02185,AK,North Slope Borough,"North Slope Borough, AK",10925,69.4452,-153.6494,1,102200,2509.9,373500,9,1238,1376,1805,2175,2393
02188,AK,Northwest Arctic Borough,"Northwest Arctic Borough, AK",7680,67.0863,-159.254,1,86800,2657.3,675000,4,1290,1434,1881,2560,2973
02195,AK,Petersburg Borough,"Petersburg Borough, AK",3375,57.087,-132.5695,1,102400,2463.5,434018,28,976,1083,1365,1645,1944
02198,AK,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, AK",5800,55.7283,-132.7271,1,82800,2688.9,332146,24,873,946,1048,1392,1445
02220,AK,Sitka City and Borough,"Sitka Borough, AK",8460,56.9637,-134.9504,1,122000,3290.4,592340,10,1048,1248,1498,2099,2516
02240,AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK",6890,64.055,-142.4068,1,96300,2024.4,312253,84,894,1122,1250,1752,1976
02063,AK,Chugach Census Area,"Valdez-Cordova Census Area, AK",9615,61.2906,-144.5754,1,114300,1908.0,245453,37,963,1053,1347,1805,2128
02275,AK,Wrangell City and Borough,"Wrangell Borough, AK",2135,56.4036,-131.7878,1,79700,2259.8,288571,14,795,848,1112,1558,1758
02282,AK,Yakutat City and Borough,"Yakutat Borough, AK",565,59.991,-140.372,1,109800,633.2,50000,1,925,1012,1294,1632,2046
02290,AK,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, AK",5355,65.9133,-152.2298,1,68000,1088.2,167660,5,951,988,1094,1511,1729
01001,AL,Autauga County,"Autauga County, AL",58760,32.5528,-86.6237,1,83600,1637.0,296781,752,848,888,1055,1345,1665
01003,AL,Baldwin County,"Baldwin County, AL",233420,30.6404,-87.7081,1,93000,2162.6,384997,6777,972,1043,1244,1550,1975
01005,AL,Barbour County,"Barbour County, AL",24875,31.858,-85.4327,1,65300,1278.1,252525,122,587,648,772,996,1027
01007,AL,Bibb County,"Bibb County, AL",22250,32.9977,-87.1052,1,95900,1381.3,202880,81,998,1144,1267,1583,1791
01009,AL,Blount County,"Blount County, AL",59075,33.9752,-86.5727,1,95900,1568.1,253375,486,998,1144,1267,1583,1791
01011,AL,Bullock County,"Bullock County, AL",10330,32.092,-85.7173,1,49700,2908.5,502397,14,578,688,772,1017,1155
01013,AL,Butler County,"Butler County, AL",18980,31.7434,-86.6928,1,69600,1109.6,187574,64,600,684,809,975,1089
01015,AL,Calhoun County,"Calhoun County, AL",116160,33.7666,-85.8204,1,74000,1272.9,206713,1078,725,730,941,1295,1394
01017,AL,Chambers County,"Chambers County, AL",34610,32.9207,-85.3884,1,68400,1394.0,204352,278,733,760,997,1226,1322
01019,AL,Cherokee County,"Cherokee County, AL",25070,34.1579,-85.6181,1,71700,1805.8,276774,261,598,663,805,970,1211
01021,AL,Chilton County,"Chilton County, AL",45140,32.8877,-86.6916,1,80100,1531.4,252634,363,678,682,881,1203,1208
01023,AL,Choctaw County,"Choctaw County, AL",12670,32.0043,-88.2913,1,71300,1050.0,382000,4,578,600,772,1007,1309
01025,AL,Clarke County,"Clarke County, AL",23060,31.7249,-87.8299,1,78400,1061.6,214375,40,578,600,772,1080,1309
01027,AL,Clay County,"Clay County, AL",14210,33.2717,-85.8292,1,66700,1396.5,256769,36,565,630,772,1058,1133
01029,AL,Cleburne County,"Cleburne County, AL",15145,33.6595,-85.4901,1,82900,1682.4,251373,84,614,631,828,1039,1245
01031,AL,Coffee County,"Coffee County, AL",53560,31.3994,-85.9907,1,86400,1559.7,270589,754,642,653,857,1208,1325
01033,AL,Colbert County,"Colbert County, AL",57270,34.6588,-87.7954,1,82400,1496.4,242744,689,674,743,974,1196,1421
01035,AL,Conecuh County,"Conecuh County, AL",11575,31.4367,-87.0013,1,60100,984.1,158513,47,578,600,772,1088,1155
01037,AL,Coosa County,"Coosa County, AL",10330,32.929,-86.2478,1,73900,1559.5,411655,50,593,615,792,957,1184
01039,AL,Covington County,"Covington County, AL",37540,31.2528,-86.4537,1,70800,1228.2,201428,301,584,587,772,1020,1285
01041,AL,Crenshaw County,"Crenshaw County, AL",13205,31.714,-86.3099,1,71900,941.9,153471,17,578,587,772,933,1027
01043,AL,Cullman County,"Cullman County, AL",88285,34.128,-86.9022,1,83500,1661.8,255588,1096,691,695,902,1176,1340
01045,AL,Dale County,"Dale County, AL",49455,31.4452,-85.6083,1,75400,1365.3,204879,415,669,679,772,1088,1309
01047,AL,Dallas County,"Dallas County, AL",38325,32.293,-87.1023,1,57000,861.9,162506,157,589,625,821,1065,1094
01049,AL,DeKalb County,"DeKalb County, AL",71680,34.4373,-85.7992,1,59700,1646.8,236943,567,578,587,772,1044,1280
01051,AL,Elmore County,"Elmore County, AL",87695,32.5944,-86.1124,1,83600,1686.7,301498,1263,848,888,1055,1345,1665
01053,AL,Escambia County,"Escambia County, AL",36755,31.1303,-87.1594,1,65300,1118.2,181892,235,578,643,772,985,1148
01055,AL,Etowah County,"Etowah County, AL",103350,34.0441,-86.0394,1,70600,1369.0,226673,930,646,810,942,1139,1255
01057,AL,Fayette County,"Fayette County, AL",16295,33.7332,-87.7603,1,77700,1085.6,180007,121,578,687,772,1068,1155
01059,AL,Franklin County,"Franklin County, AL",32010,34.4424,-87.8402,1,71300,1130.9,186166,138,578,688,772,971,1189
01061,AL,Geneva County,"Geneva County, AL",26645,31.0981,-85.8378,1,78200,1329.1,198835,177,718,722,896,1223,1384
01063,AL,Greene County,"Greene County, AL",7705,32.9269,-87.9833,1,47100,1176.2,183545,11,813,819,1074,1294,1424
01065,AL,Hale County,"Hale County, AL",14740,32.7825,-87.6383,1,91100,1491.7,203432,63,916,922,1138,1450,1509
01067,AL,Henry County,"Henry County, AL",17280,31.5171,-85.2362,1,85500,1595.7,277154,171,593,597,783,1048,1124
01069,AL,Houston County,"Houston County, AL",107040,31.156,-85.299,1,78200,1472.9,245026,1124,718,722,896,1223,1384
01071,AL,Jackson County,"Jackson County, AL",52620,34.7597,-85.9917,1,68100,1560.4,253602,357,578,674,772,952,1266
01073,AL,Jefferson County,"Jefferson County, AL",672265,33.5895,-86.8609,1,95900,1652.2,289357,8437,998,1144,1267,1583,1791
01075,AL,Lamar County,"Lamar County, AL",13885,33.7789,-88.0933,1,64800,924.2,158144,16,645,648,772,1088,1155
01077,AL,Lauderdale County,"Lauderdale County, AL",94330,34.882,-87.7462,1,82400,1555.6,263846,1097,674,743,974,1196,1421
01079,AL,Lawrence County,"Lawrence County, AL",33115,34.5036,-87.3116,1,95200,1414.9,215522,209,726,756,923,1214,1456
01081,AL,Lee County,"Lee County, AL",175125,32.5997,-85.3244,1,95300,1995.4,371490,2863,844,1009,1168,1527,1632
01083,AL,Limestone County,"Limestone County, AL",104200,34.8259,-86.9779,1,115500,1780.9,323359,2411,928,1071,1248,1609,1964
01085,AL,Lowndes County,"Lowndes County, AL",10155,32.157,-86.6306,1,83600,1127.4,202210,20,848,888,1055,1345,1665
01087,AL,Macon County,"Macon County, AL",19200,32.3807,-85.6986,1,58900,1105.2,145468,47,605,617,810,999,1372
01089,AL,Madison County,"Madison County, AL",389780,34.7903,-86.571,1,115500,1773.6,326889,6915,928,1071,1248,1609,1964
01091,AL,Marengo County,"Marengo County, AL",19180,32.239,-87.7632,1,78600,1052.8,184856,37,578,688,772,990,1185
01093,AL,Marion County,"Marion County, AL",29205,34.1476,-87.8501,1,72200,1076.6,171159,159,523,587,772,982,1309
01095,AL,Marshall County,"Marshall County, AL",97925,34.3408,-86.2864,1,85100,1706.0,268339,1050,590,594,780,1050,1053
01097,AL,Mobile County,"Mobile County, AL",413880,30.795,-88.2176,1,81500,1511.7,236603,4485,812,908,1094,1441,1464
01099,AL,Monroe County,"Monroe County, AL",19815,31.5938,-87.3599,1,65800,837.1,162296,56,578,687,772,1088,1199
01101,AL,Montgomery County,"Montgomery County, AL",228130,32.2322,-86.2013,1,83600,1251.0,219133,2624,848,888,1055,1345,1665
01103,AL,Morgan County,"Morgan County, AL",123100,34.4354,-86.8591,1,95200,1585.3,252286,1473,726,756,923,1214,1456
01105,AL,Perry County,"Perry County, AL",8480,32.6576,-87.2941,1,44400,699.2,119313,15,583,604,778,1023,1164
01107,AL,Pickens County,"Pickens County, AL",18925,33.2959,-88.0858,1,66500,1074.2,171705,52,615,619,772,1061,1304
01109,AL,Pike County,"Pike County, AL",32995,31.7914,-85.9426,1,77700,1550.0,246147,56,743,756,992,1199,1322
01111,AL,Randolph County,"Randolph County, AL",22180,33.3016,-85.4605,1,73500,1670.4,284572,178,578,688,772,1088,1155
01117,AL,Shelby County,"Shelby County, AL",223915,33.2528,-86.6583,1,95900,1852.7,359390,3891,998,1144,1267,1583,1791
01115,AL,St. Clair County,"St. Clair County, AL",91720,33.6715,-86.3597,1,95900,1722.5,288650,1380,998,1144,1267,1583,1791
01119,AL,Sumter County,"Sumter County, AL",12195,32.5313,-88.2206,1,51300,680.8,133916,28,687,713,918,1109,1325
01121,AL,Talladega County,"Talladega County, AL",81105,33.4395,-86.1039,1,73600,1373.1,209192,748,555,661,818,1138,1170
01123,AL,Tallapoosa County,"Tallapoosa County, AL",41250,32.9023,-85.782,1,76100,2466.2,440172,501,619,638,831,1054,1105
01125,AL,Tuscaloosa County,"Tuscaloosa County, AL",231560,33.2827,-87.5334,1,91100,1854.7,287573,2870,916,922,1138,1450,1509
01127,AL,Walker County,"Walker County, AL",64980,33.8057,-87.2664,1,77900,1367.7,228705,465,578,612,772,1088,1205
01129,AL,Washington County,"Washington County, AL",15435,31.4051,-88.2191,1,91700,1109.6,183665,31,810,908,1092,1435,1459
01131,AL,Wilcox County,"Wilcox County, AL",10440,32.0098,-87.3971,1,58900,822.0,198907,14,702,728,936,1132,1401
01133,AL,Winston County,"Winston County, AL",23655,34.1482,-87.3739,1,69800,2305.9,451295,238,578,587,772,1058,1123
05001,AR,Arkansas County,"Arkansas County, AR",17025,34.3021,-91.3481,1,78300,773.7,139004,56,624,682,895,1103,1503
05003,AR,Ashley County,"Ashley County, AR",19020,33.2034,-91.7702,1,65100,789.4,132798,86,642,646,848,1022,1424
05005,AR,Baxter County,"Baxter County, AR",41800,36.2999,-92.3191,1,66600,1552.8,233160,683,706,710,932,1207,1236
05007,AR,Benton County,"Benton County, AR",286530,36.3563,-94.2565,1,101800,2282.0,390311,6797,853,925,1111,1557,1798
05009,AR,Boone County,"Boone County, AR",37660,36.3095,-93.0889,1,75000,1440.4,222190,491,581,646,848,1188,1314
05011,AR,Bradley County,"Bradley County, AR",10460,33.4765,-92.163,1,67900,962.7,176554,37,618,671,848,1188,1193
05013,AR,Calhoun County,"Calhoun County, AR",4775,33.5504,-92.5086,1,78800,1037.5,191531,13,710,743,975,1175,1372
05015,AR,Carroll County,"Carroll County, AR",28360,36.3294,-93.4741,1,79800,1817.7,309507,338,615,694,897,1081,1189
05017,AR,Chicot County,"Chicot County, AR",10235,33.2555,-91.3144,1,60000,960.8,184853,15,618,701,848,1188,1424
05019,AR,Clark County,"Clark County, AR",21470,34.0429,-93.1818,1,73000,1188.2,188077,150,699,721,848,1181,1334
05021,AR,Clay County,"Clay County, AR",14535,36.3798,-90.4161,1,62000,864.0,112160,156,642,646,848,1134,1193
05023,AR,Cleburne County,"Cleburne County, AR",24950,35.5339,-92.0271,1,74200,1849.2,305814,422,673,704,924,1165,1225
05025,AR,Cleveland County,"Cleveland County, AR",7550,33.8841,-92.164,1,75200,957.6,172000,30,633,684,878,1141,1164
05027,AR,Columbia County,"Columbia County, AR",22705,33.2161,-93.2309,1,69300,945.7,173831,35,642,646,848,1120,1124
05029,AR,Conway County,"Conway County, AR",20780,35.2843,-92.6857,1,66700,1235.7,176947,164,581,646,848,1188,1317
05031,AR,Craighead County,"Craighead County, AR",111040,35.8352,-90.6344,1,79300,1538.7,228413,1575,697,812,973,1304,1526
05033,AR,Crawford County,"Crawford County, AR",60595,35.5885,-94.2485,1,80600,1560.3,231912,699,689,694,910,1236,1496
05035,AR,Crittenden County,"Crittenden County, AR",47945,35.2676,-90.2821,1,91100,1413.3,211974,430,1105,1207,1355,1781,2086
05037,AR,Cross County,"Cross County, AR",16825,35.2968,-90.7715,1,66700,1146.4,183850,133,618,646,848,1188,1424
05039,AR,Dallas County,"Dallas County, AR",6470,33.9764,-92.6485,1,76300,772.8,110980,20,618,646,848,1188,1193
05041,AR,Desha County,"Desha County, AR",11285,33.8305,-91.2672,1,48300,779.1,111183,31,642,646,848,1154,1424
05043,AR,Drew County,"Drew County, AR",17310,33.5927,-91.7195,1,66400,1263.1,236044,68,675,706,926,1152,1228
05045,AR,Faulkner County,"Faulkner County, AR",124610,35.161,-92.3243,1,92700,1667.4,259528,1819,887,892,1032,1376,1628
05047,AR,Franklin County,"Franklin County, AR",17160,35.5663,-93.8575,1,68500,1281.4,177620,154,642,646,848,1060,1424
05049,AR,Fulton County,"Fulton County, AR",12185,36.3774,-91.8182,1,52500,1414.5,185205,113,618,646,848,1144,1279
05051,AR,Garland County,"Garland County, AR",100020,34.5825,-93.1753,1,73100,1664.2,265609,1740,799,805,1037,1311,1627
05053,AR,Grant County,"Grant County, AR",18020,34.2946,-92.4243,1,100800,1467.0,211576,197,704,708,848,1094,1338
05055,AR,Greene County,"Greene County, AR",45955,36.1141,-90.5659,1,72200,1339.9,196541,580,648,764,890,1247,1249
05057,AR,Hempstead County,"Hempstead County, AR",20035,33.7302,-93.6622,1,70100,797.2,109891,58,650,680,892,1176,1457
05059,AR,Hot Spring County,"Hot Spring County, AR",33130,34.2876,-92.8651,1,70100,1301.8,180248,254,638,646,848,1128,1424
05061,AR,Howard County,"Howard County, AR",12780,34.0606,-93.954,1,64000,1010.5,191307,61,634,663,870,1048,1204
05063,AR,Independence County,"Independence County, AR",37910,35.7345,-91.5825,1,71100,1256.5,202823,345,653,657,862,1139,1143
05065,AR,Izard County,"Izard County, AR",13750,36.085,-91.8917,1,64000,1391.9,204846,176,618,713,848,1138,1424
05067,AR,Jackson County,"Jackson County, AR",16785,35.5984,-91.1895,1,59700,842.9,123373,87,618,646,848,1022,1124
05069,AR,Jefferson County,"Jefferson County, AR",66935,34.2908,-91.9347,1,66000,909.8,145992,443,633,684,878,1141,1164
05071,AR,Johnson County,"Johnson County, AR",25925,35.5802,-93.4599,1,64800,1386.4,204333,236,629,659,864,1083,1216
05073,AR,Lafayette County,"Lafayette County, AR",6275,33.2017,-93.6071,1,64600,786.3,161810,5,618,646,848,1022,1193
05075,AR,Lawrence County,"Lawrence County, AR",16260,36.0171,-91.1465,1,66600,1042.9,137333,151,618,646,848,1087,1294
05077,AR,Lee County,"Lee County, AR",8665,34.774,-90.7844,1,50600,460.6,91667,6,618,646,848,1188,1193
05079,AR,Lincoln County,"Lincoln County, AR",13015,33.9286,-91.7315,1,67000,917.1,144045,29,633,684,878,1141,1164
05081,AR,Little River County,"Little River County, AR",12025,33.7083,-94.2374,1,79500,1281.6,206268,34,642,646,848,1123,1243
05083,AR,Logan County,"Logan County, AR",21245,35.2692,-93.6433,1,76000,1095.0,139064,141,583,766,848,1188,1283
05085,AR,Lonoke County,"Lonoke County, AR",74290,34.7566,-91.8887,1,92700,1589.6,235812,1258,887,892,1032,1376,1628
05087,AR,Madison County,"Madison County, AR",16735,35.9924,-93.7296,1,101800,1868.7,275555,146,853,925,1111,1557,1798
05089,AR,Marion County,"Marion County, AR",16905,36.2424,-92.7262,1,63700,1488.5,220324,222,657,678,889,1102,1251
05091,AR,Miller County,"Miller County, AR",42680,33.3089,-93.8924,1,71500,1288.4,205299,276,848,853,1071,1327,1677
05093,AR,Mississippi County,"Mississippi County, AR",40360,35.7773,-90.1157,1,67900,1081.0,162454,294,619,651,848,1120,1124
05095,AR,Monroe County,"Monroe County, AR",6785,34.6858,-91.2271,1,74200,836.0,164369,16,598,646,848,1022,1193
05097,AR,Montgomery County,"Montgomery County, AR",8555,34.5453,-93.6595,1,64200,1922.5,226851,87,618,766,848,1091,1243
05099,AR,Nevada County,"Nevada County, AR",8290,33.645,-93.2917,1,53400,635.0,107329,21,664,694,911,1098,1282
05101,AR,Newton County,"Newton County, AR",7245,35.9247,-93.2178,1,70700,1728.3,238194,90,596,766,848,1022,1424
05103,AR,Ouachita County,"Ouachita County, AR",22605,33.6127,-92.9318,1,69100,958.2,155977,183,677,681,848,1102,1196
05105,AR,Perry County,"Perry County, AR",10055,34.9665,-92.9259,1,92700,1518.5,240140,78,887,892,1032,1376,1628
05107,AR,Phillips County,"Phillips County, AR",16375,34.4845,-90.856,1,54500,384.5,90060,29,618,646,848,1188,1398
05109,AR,Pike County,"Pike County, AR",10205,34.1643,-93.6565,1,73000,1204.0,195268,43,618,729,848,1154,1174
05111,AR,Poinsett County,"Poinsett County, AR",22995,35.5769,-90.6628,1,66100,1190.1,167637,184,581,646,848,1120,1124
05113,AR,Polk County,"Polk County, AR",19385,34.5254,-94.2285,1,66200,1318.4,195776,208,653,705,897,1081,1189
05115,AR,Pope County,"Pope County, AR",63475,35.46,-93.0377,1,76000,1429.2,214154,643,619,688,903,1245,1250
05117,AR,Prairie County,"Prairie County, AR",8215,34.8161,-91.5358,1,87400,961.3,128680,20,650,715,893,1076,1256
05119,AR,Pulaski County,"Pulaski County, AR",398320,34.7545,-92.2531,1,92700,1511.7,240652,5199,887,892,1032,1376,1628
05121,AR,Randolph County,"Randolph County, AR",18620,36.3263,-91.0298,1,70100,1129.7,150421,95,618,686,848,1188,1424
05125,AR,Saline County,"Saline County, AR",123990,34.6333,-92.6766,1,92700,1662.0,279285,2199,887,892,1032,1376,1628
05127,AR,Scott County,"Scott County, AR",9870,34.8599,-94.0634,1,63200,1232.9,186688,56,618,646,848,1094,1193
05129,AR,Searcy County,"Searcy County, AR",7880,35.8946,-92.759,1,57300,1482.2,173392,84,618,646,848,1104,1193
05131,AR,Sebastian County,"Sebastian County, AR",128185,35.2061,-94.2966,1,80600,1454.0,226658,1432,689,694,910,1236,1496
05133,AR,Sevier County,"Sevier County, AR",15915,34.0184,-94.2445,1,67000,1335.4,232661,42,642,646,848,1077,1219
05135,AR,Sharp County,"Sharp County, AR",17420,36.096,-91.514,1,64400,1187.6,144382,287,632,646,848,1108,1347
05123,AR,St. Francis County,"St. Francis County, AR",23140,35.0264,-90.7479,1,55400,908.1,152018,56,648,699,889,1170,1197
05137,AR,Stone County,"Stone County, AR",12395,35.8524,-92.2207,1,56800,1597.5,220725,138,618,646,848,1188,1193
05139,AR,Union County,"Union County, AR",38815,33.1863,-92.6268,1,72300,1052.2,174794,286,709,714,903,1146,1270
05141,AR,Van Buren County,"Van Buren County, AR",15900,35.6054,-92.521,1,64000,1310.4,172459,202,618,646,848,1115,1138
05143,AR,Washington County,"Washington County, AR",247330,35.9817,-94.1843,1,101800,2195.2,359614,3967,853,925,1111,1557,1798
05145,AR,White County,"White County, AR",77120,35.2543,-91.7031,1,76600,1441.7,208440,924,635,734,887,1151,1219
05147,AR,Woodruff County,"Woodruff County, AR",6260,35.1805,-91.2239,1,68500,921.3,135826,27,618,718,848,1139,1193
05149,AR,Yell County,"Yell County, AR",20340,35.0146,-93.4102,1,76100,1281.1,195259,137,618,651,848,1188,1193
04001,AZ,Apache County,"Apache County, AZ",66055,35.3997,-109.4509,1,55300,2305.8,365386,184,795,887,1159,1557,1642
04003,AZ,Cochise County,"Cochise County, AZ",125505,31.8772,-109.7506,1,71200,1902.3,289464,1462,854,1085,1201,1683,2017
04005,AZ,Coconino County,"Coconino County, AZ",144705,35.9767,-111.7446,1,101900,4100.4,679325,1621,1564,1714,1942,2379,2666
04007,AZ,Gila County,"Gila County, AZ",53420,33.6323,-110.7278,1,76100,3177.5,447609,752,966,1078,1409,1925,2004
04009,AZ,Graham County,"Graham County, AZ",38455,32.9341,-109.9523,1,81100,2152.6,323132,95,985,994,1259,1703,2114
04011,AZ,Greenlee County,"Greenlee County, AZ",9485,33.222,-109.2691,1,88400,2022.6,264744,6,818,1077,1193,1437,1582
04012,AZ,La Paz County,"La Paz County, AZ",16680,33.8713,-113.9897,1,66700,2498.0,271191,79,886,908,1191,1669,2000
04013,AZ,Maricopa County,"Maricopa County, AZ",4430870,33.3833,-112.742,1,109600,2856.1,481942,59520,1530,1679,1950,2624,2934
04015,AZ,Mohave County,"Mohave County, AZ",214230,35.4439,-113.9537,1,73800,2414.4,355415,4101,1051,1051,1357,1883,2092
04017,AZ,Navajo County,"Navajo County, AZ",107110,35.342,-110.3119,1,67200,3024.3,430982,1288,999,1055,1384,1711,1835
04019,AZ,Pima County,"Pima County, AZ",1042395,32.0167,-111.6736,1,96100,2348.6,364237,13702,941,1052,1373,1924,2232
04021,AZ,Pinal County,"Pinal County, AZ",433340,32.8832,-111.3427,1,109600,2201.7,381625,9941,1530,1679,1950,2624,2934
04023,AZ,Santa Cruz County,"Santa Cruz County, AZ",47840,31.527,-110.8445,1,66100,1959.1,286633,493,764,849,1114,1561,1570
04025,AZ,Yavapai County,"Yavapai County, AZ",237830,34.5273,-112.6297,1,87300,3177.6,506045,4784,1101,1293,1606,2216,2548
04027,AZ,Yuma County,"Yuma County, AZ",204375,32.7452,-113.8438,1,76200,2317.5,309464,1995,1043,1050,1377,1877,2312
06001,CA,Alameda County,"Alameda County, CA",1663825,37.615,-121.8508,1,159800,7142.6,1068140,10267,1937,2201,2682,3432,4077
06003,CA,Alpine County,"Alpine County, CA",1515,38.6238,-119.8273,1,129500,3410.4,478245,47,1003,1101,1445,2025,2396
06005,CA,Amador County,"Amador County, CA",40575,38.4298,-120.7947,1,109900,2752.8,435609,522,1253,1260,1493,2084,2507
06007,CA,Butte County,"Butte County, CA",213605,39.6572,-121.5939,1,90700,2905.9,411347,1928,1069,1126,1466,2054,2462
06009,CA,Calaveras County,"Calaveras County, CA",45675,38.1513,-120.6421,1,101500,2930.9,460977,729,989,1086,1425,1997,2195
06011,CA,Colusa County,"Colusa County, CA",21810,39.1555,-122.22,1,96400,2678.7,424772,101,915,921,1208,1625,1631
06013,CA,Contra Costa County,"Contra Costa County, CA",1162650,37.8873,-121.9031,1,159800,5397.7,795692,9798,1937,2201,2682,3432,4077
06015,CA,Del Norte County,"Del Norte County, CA",27460,41.7321,-123.9054,1,91000,2623.4,382640,181,869,1086,1253,1756,2104
06017,CA,El Dorado County,"El Dorado County, CA",191715,38.7211,-120.5139,1,120800,3748.8,692688,2658,1679,1777,2206,2992,3455
06019,CA,Fresno County,"Fresno County, CA",1008280,36.9147,-119.3356,1,88500,2801.3,427051,6556,1210,1217,1505,2109,2415
06021,CA,Glenn County,"Glenn County, CA",28655,39.5928,-122.3864,1,87700,2654.4,356870,169,841,935,1227,1631,2060
06023,CA,Humboldt County,"Humboldt County, CA",136130,40.4755,-123.9141,1,80100,3126.4,417057,1265,1065,1132,1478,2071,2482
06025,CA,Imperial County,"Imperial County, CA",179580,33.0482,-115.3644,1,73100,2571.6,383938,628,940,1056,1371,1873,2287
06027,CA,Inyo County,"Inyo County, CA",18830,36.4459,-117.524,1,97200,3515.8,554557,96,978,1254,1426,1734,2365
06029,CA,Kern County,"Kern County, CA",906885,35.3041,-118.7335,1,81700,2457.3,383928,7438,1058,1064,1380,1934,2317
06031,CA,Kings County,"Kings County, CA",152515,36.026,-119.7809,1,84300,2523.9,365645,1048,1151,1158,1445,2025,2427
06033,CA,Lake County,"Lake County, CA",68025,39.0686,-122.7907,1,85200,2299.4,331143,693,1053,1060,1390,1948,2334
06035,CA,Lassen County,"Lassen County, CA",31875,40.7347,-120.5834,1,84300,1870.0,230880,266,819,910,1194,1673,2005
06037,CA,Los Angeles County,"Los Angeles County, CA",9936690,34.3505,-118.1747,1,106600,6412.7,914832,49541,1856,2081,2625,3335,3698
06039,CA,Madera County,"Madera County, CA",157245,37.203,-119.7066,1,80800,2660.0,436674,1319,1099,1106,1433,2008,2293
06041,CA,Marin County,"Marin County, CA",260485,38.0485,-122.6746,1,185700,8536.0,1448400,2458,2275,2780,3318,4138,4399
06043,CA,Mariposa County,"Mariposa County, CA",17130,37.5292,-120.0326,1,88800,2734.9,412737,207,928,1119,1338,1875,2247
06045,CA,Mendocino County,"Mendocino County, CA",91145,39.3773,-123.4406,1,83700,3551.5,509993,613,1173,1220,1601,2243,2688
06047,CA,Merced County,"Merced County, CA",282290,37.2254,-120.7267,1,84000,2803.1,420979,1820,1071,1227,1509,2081,2534
06049,CA,Modoc County,"Modoc County, CA",8650,41.5925,-120.7247,1,67900,1342.9,209636,22,731,886,1054,1270,1748
06051,CA,Mono County,"Mono County, CA",13220,37.83,-118.8202,1,118500,6845.0,862310,374,1036,1348,1493,2092,2476
06053,CA,Monterey County,"Monterey County, CA",437610,36.2107,-121.3265,1,104500,6280.1,916475,2153,2414,2479,2982,4025,4383
06055,CA,Napa County,"Napa County, CA",137385,38.5115,-122.3013,1,146700,5986.6,894870,1023,1915,2128,2792,3636,4144
06057,CA,Nevada County,"Nevada County, CA",102320,39.231,-121.0506,1,124600,3695.5,642307,1705,1352,1361,1785,2501,2997
06059,CA,Orange County,"Orange County, CA",3175225,33.7162,-117.756,1,136600,7299.4,1209888,21108,2352,2454,2903,3927,4693
06061,CA,Placer County,"Placer County, CA",406610,39.1241,-120.5905,1,120800,3731.4,678209,5768,1679,1777,2206,2992,3455
